v001,v002,v003,v004,v005,v006,v007,v008,v009,v010,v011,v012,v013,v014,v015,v016,v017,v018,v019,v020,v021,v022,v023,v024,v025,v026,v027,v028,v029,v030,v031,v032,v033,v034,v035,v036,v037,v038,v039,v040,v041,v042,v043,v044,v045,v046,v047,v048,v049,v050,v051,v052,v053,v054,v055,v056,v057,v058,v059,v060,v061,v062,v063,v064,v065,v066,v067,v068,v069,v070,v071,v072,v073,v074,v075,v076,v077,v078,v079,v080,v081,v082,v083,v084,v085,v086,v087,v088,v089,v090,v091,v092,v093,v094,v095,v096,v097,v098,v099,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,class
 1.20000, 0.52234,-0.68145, 0.26554,-0.23020,-0.96136, 0.69957,-1.27783,-1.25343,-0.00995,-1.60291, 1.60913,-1.31816,-2.10933,-0.90846,-2.26285,-0.02202,-0.59096, 1.21959,-0.67274, 1.05056,-0.35287, 1.57038, 2.08864, 0.38273,-0.57329, 5.71413, 4.98743, 5.19596, 5.37762, 5.77031, 6.00532, 4.30277, 6.26373, 6.63314, 3.46884, 5.65504, 6.31594, 5.29629, 5.70917, 5.56370, 5.28444, 5.70373, 5.96580, 5.74225, 6.21500, 6.55567, 5.14506, 4.97550, 7.61541, 4.80782, 4.81087, 7.32845, 5.19361, 6.08168, 5.15338, 3.93235, 4.27987, 6.37371, 5.73548, 3.35845, 4.18344, 7.48851, 5.23327, 6.14118, 4.76795, 5.03180, 4.67094, 5.04582, 5.83357, 6.13509, 8.14731, 5.27528, 6.07627, 6.73360, 6.15827, 4.87213, 5.61683, 5.50984, 7.63641, 3.95715, 4.56059, 5.03730, 7.54650, 4.99387, 6.76579, 4.53313, 7.27487, 4.73080, 4.67331, 6.44093, 6.01563, 5.54990, 6.88484, 5.54495, 5.97820, 4.40245, 5.89360, 4.40825, 5.24401, 4.51051, 4.70008, 3.96895, 6.58534, 5.03779, 3.50000, 0.64316, 1.12041, 0.45471,-0.88355,-0.44649, 0.21276, 0.20635,-0.59921,-0.08117,-0.74063, 0.37267, 0.38797, 2.33214, 0.79546,-0.71982, 1.44493, 1.12578,-0.14635, 1.38933, 0.20093, 1.75862,-0.44172,cylinder
 0.67421,-0.35343, 0.30219, 0.83847,-0.69150, 0.66700, 0.36578, 0.10542, 0.10001, 0.85880, 2.22849,-0.20495, 0.55167, 0.86307,-1.42238, 0.58131, 0.27262, 0.58427,-0.97962, 4.14393, 5.02999, 6.92759, 4.99883, 5.80024, 5.99822, 4.71246, 4.17547, 6.16118, 5.78797, 6.24204, 6.50886, 6.75199, 5.24393, 4.12102, 5.00865, 5.81357, 6.07074, 6.18075, 5.99729, 5.16057, 4.32489, 6.31606, 4.55711, 3.68554, 3.94390, 4.47245, 3.92831, 5.55012, 4.92869, 6.83333, 4.91839, 4.50743, 4.00175, 4.06948, 7.26904, 6.00911, 2.59793, 3.68505, 3.89473, 5.21922, 6.44575, 4.55350, 5.36532, 3.85031, 5.30953, 4.21278, 6.60461, 5.64529, 2.17219, 6.55987, 5.29739, 0.05952,-1.24355, 0.93375, 0.43925, 0.28566, 1.41068, 0.97276, 0.27590,-0.42845,-0.62407,-0.91963, 0.20198, 0.41619, 0.71789, 0.09536,-0.92788, 0.32992, 0.33994, 0.10772, 0.59499,-0.80046,-0.62365,-1.17201, 0.32083,-0.16360, 1.30320, 1.18660,-0.46513,-1.11741, 1.26968, 0.17349, 1.77205, 0.15074, 2.31136, 0.72829,-0.04000,-0.04902,-0.42433,-0.16716,-0.79489, 0.86356, 0.23368,-1.16644, 0.93597, 0.70668,-0.76309,-0.09461, 0.88326,-1.34760, 1.15489, 0.84079,-1.20906,-1.11094, 0.06996, 0.49673,-0.03109, 0.68245,cylinder
-0.68726, 0.04637, 1.07178,-0.02793, 0.36250, 2.52070, 0.07754, 0.87909, 0.35675,-1.83123,-0.74546, 0.17590,-0.47104,-1.80037,-1.52686, 0.88847, 0.68196, 4.49115, 4.68717, 5.52912, 5.47208, 6.39190, 6.01919, 6.11187, 6.76826, 4.67826, 7.20842, 6.30063, 6.27711, 4.35771, 5.80835, 4.71551, 7.39025, 6.01178, 5.93596, 5.09170, 5.15183, 5.66238, 6.20903, 5.63363, 4.79538, 6.41154, 7.31314, 4.16566, 6.73785, 5.59279, 6.64245, 7.79337, 5.26952, 6.01175, 6.42129, 4.51422, 5.21240, 6.16738, 3.68865, 5.30632, 5.77861, 4.90622, 5.47563, 4.05595, 0.87248,-0.45447, 0.74638, 0.71920, 0.49281, 0.09499, 0.11306,-0.59675, 0.19355,-2.60894, 0.06571, 1.53919, 0.56612,-0.63299, 0.13905,-0.11026,-0.77002,-1.90053, 1.65725, 1.29740, 1.08267, 0.03616,-0.25857, 0.40072,-0.42665,-0.90342, 0.37549,-0.44507,-0.72503, 1.53219, 1.66466,-0.15187, 0.85768,-0.50529,-0.00525,-0.51671,-1.41358, 1.01523, 0.02851, 1.26086, 0.68788,-0.18703,-0.87633,-0.38137,-0.29415,-1.62951,-1.21787, 0.60441,-1.24314, 1.55939, 0.18800, 1.11676, 1.13840,-0.39538, 0.49302, 0.66988, 0.65300, 1.13148,-0.62135, 2.05813, 2.86523,-0.53426, 0.79961, 1.93692,-0.52604, 0.16185,-1.15680, 1.10321,cylinder
 0.44410,-0.23407, 1.06084, 0.14464,-0.61226,-0.41322, 0.95603, 1.91601,-1.92818, 0.96234,-0.92667,-1.61892,-0.43100, 0.78636, 0.15389, 1.05004, 0.25926,-0.37953, 1.00015,-0.45404, 0.80501, 1.30541, 1.52515, 5.41221, 6.53112, 4.68681, 5.52278, 4.99023, 5.48296, 6.03586, 4.95178, 7.19751, 5.96576, 7.49673, 5.53594, 5.79768, 6.14130, 6.00830, 5.82568, 4.81213, 5.55738, 6.34805, 5.13953, 5.44526, 5.40729, 5.59478, 5.18932, 7.08113, 5.91077, 4.46779, 4.75982, 9.08551, 6.26449, 5.86050, 5.89881, 5.83731, 7.01742, 7.00779, 6.84576, 4.28037, 6.58975, 6.94271, 5.42505, 4.76230, 5.00415, 4.63920, 7.54255, 3.47113, 5.49691, 5.94770, 5.13779, 6.20095, 5.86633, 6.57351, 7.91917, 5.70297, 3.46534, 5.93576, 6.51169, 6.13709, 6.75591, 6.37403, 5.76430, 7.66033, 7.12495, 5.18351, 4.54642, 5.34457, 7.64878, 6.70141, 5.52725, 6.10698, 5.15506, 6.17004, 5.36116, 7.88157, 4.43196, 5.80797, 7.40178, 4.20120, 6.85338, 5.57487, 5.55573, 6.74833, 6.82123, 5.43007, 5.58806, 5.31847, 5.87074, 8.31845, 6.99617, 6.35398, 7.58725,-0.26119,-0.76926, 1.21188,-1.33232,-0.22098, 0.04498,-0.23618, 0.54095,-0.38059, 1.95558,-0.66619,-0.02114, 0.18001, 0.15948,-1.02128,cylinder
-0.27827,-1.29122, 2.22972, 2.11441, 0.74862, 1.63319, 1.32278,-1.34239,-1.64885,-0.55245, 0.19514, 0.28510, 0.58182, 0.70790,-0.07252, 0.51298,-1.24773, 0.22754,-0.75620, 5.88620, 6.36004, 6.30989, 4.54621, 4.74852, 6.39967, 5.09312, 4.58745, 6.20982, 5.10443, 5.34624, 5.09546, 7.76483, 5.99718, 5.81180, 5.86401, 5.33978, 7.22146, 6.16839, 5.69173, 7.41819, 4.06017, 5.74054, 6.65428, 7.15619, 5.39775, 7.06722, 3.53393, 4.68615, 5.26599, 5.43225, 6.60096, 5.40677, 4.68217, 5.71187, 5.64773, 4.89407, 5.36648, 4.46227, 5.21468, 7.24400, 7.07221, 4.81056, 4.57428, 4.25987, 6.24533, 2.46099, 6.04030, 5.21410, 4.82682, 4.91651, 4.88021, 5.91503, 6.50903, 7.22965, 6.41281, 5.98669, 5.39112, 0.83538, 0.69055, 0.81337, 0.90843,-0.78714,-0.92300,-1.17830,-0.36899,-1.01241, 1.30199, 0.19953,-1.31545,-0.98455, 0.67261,-0.75468, 0.04908, 1.12253,-0.06441,-2.01329,-0.21771, 1.74193,-0.97078, 0.98929,-1.66874, 0.72572, 1.24957,-0.44479, 0.67810, 0.99592, 1.46655,-0.09873, 0.58821, 1.11587,-2.42450,-0.40827, 0.45144, 1.87870, 0.82389, 0.57602, 1.12153,-0.95915,-1.62924, 0.33600, 0.81908,-0.11807, 1.25832,-0.78063,-0.07248,-0.29170, 1.22429,-1.53612,cylinder
 0.48503,-1.22425, 0.91055,-0.96986,-0.70463,-0.90101, 0.48866,-0.96623,-2.93673,-0.52279,-0.42739,-0.08103,-0.63967,-0.35207, 0.14332,-0.22359,-2.18191,-0.33903,-0.44652,-0.62963,-1.03928,-2.47276,-0.01126, 1.65019, 0.48420, 1.47132, 7.56988, 6.51657, 6.14930, 3.61212, 5.86625, 4.63934, 6.03392, 5.94315, 6.21131, 8.08032, 6.45822, 7.34389, 5.55517, 8.49099, 5.64907, 4.89250, 5.05701, 6.20521, 6.03284, 6.06392, 5.77918, 7.82544, 6.32676, 5.33629, 7.54775, 6.47084, 5.52922, 5.37448, 7.11450, 6.37110, 5.80812, 5.28991, 5.95954, 6.72648, 6.79648, 6.27909, 6.04628, 5.73549, 4.73704, 5.09424, 6.62901, 4.40765, 6.94374, 5.55261, 5.86548, 5.74663, 4.79575, 6.96956, 8.34781, 5.04162, 5.51455, 5.86254, 6.17698, 5.97713, 7.04810, 6.28607, 7.92486, 6.49515, 4.56156, 6.96582, 5.16991, 5.43821,-1.48310, 1.86553,-0.48017, 1.65005, 0.39686,-0.69680,-0.82514,-0.70992,-0.24958, 0.61802, 1.20137,-1.01494,-0.99174,-3.36857, 0.02076,-0.81980,-0.87647, 2.27972,-1.33970, 0.63649, 0.74969,-0.85664, 0.80843, 1.08072, 0.68470, 0.71973,-0.20409,-2.16730, 2.02835, 0.73414, 0.48384,-0.79652, 0.54454, 0.66659,-1.17850, 0.43383, 0.62681, 0.15896, 1.25384, 0.36898,cylinder
-0.50711,-0.97015,-1.15241,-0.08252,-1.21844, 0.51768,-1.17965,-0.79140, 0.00828,-0.87704, 0.11123, 0.03623,-0.42869,-0.07923, 1.34207, 0.78366,-0.37812, 0.22503, 0.53144,-1.07248, 1.39949,-2.61603, 0.87476, 0.63711, 1.21002,-0.59161,-0.92777,-0.28043,-1.12763,-0.15114, 5.38520, 5.28217, 6.80172, 5.30967, 5.57093, 5.87143, 7.07435, 6.04863, 7.99314, 6.87074, 5.30673, 6.97475, 5.65443, 5.64454, 4.91826, 6.38059, 6.11223, 4.92485, 6.18427, 6.69128, 7.88034, 6.29087, 5.80533, 7.12090, 8.66976, 7.57938, 6.12520, 6.05448, 6.11246, 6.41258, 6.63094, 5.45901, 5.96414, 6.10359, 4.43296, 6.79561, 5.33827, 5.34397, 5.99645, 6.58327, 6.29880, 4.51117, 5.74572, 6.36377, 7.11342, 7.32441, 6.79187, 7.36793, 6.11998, 5.23852, 8.34550, 5.74789, 6.31397, 6.41129, 6.71918, 6.47409, 6.28817, 0.13218, 2.49118, 1.59972,-0.99187,-0.52515,-0.04355, 1.60209,-1.34249, 1.43264,-1.97740,-0.79029,-0.73539,-1.32148, 0.43740, 0.03603, 1.21600, 0.02200,-0.04138,-0.40152,-1.08645, 1.15794, 0.58130,-0.24396,-2.04398, 0.89926,-0.15336,-1.02536,-0.58774, 0.88081,-1.85577, 2.43065,-1.02798,-1.70915, 0.80663, 0.95669,-0.13179,-0.69382,-1.58378, 0.78933,-1.19179,-0.45413,cylinder
 0.39202,-0.88242,-0.94952, 1.88073,-0.62945,-1.85415, 0.40049, 0.07347, 1.39519, 0.50991,-1.02300,-1.19903,-0.14875, 0.11743, 2.28431,-0.78835, 1.93365, 0.48175, 0.09580, 0.37531, 0.32786, 0.45179,-1.13836,-0.20482, 0.49884, 0.46424, 4.90695, 3.99428, 5.21476, 4.48410, 5.34279, 5.64436, 5.79706, 6.11554, 6.70412, 5.04280, 6.37496, 6.23932, 4.86246, 7.88293, 6.45966, 6.29904, 4.87845, 5.20491, 4.62613, 4.86769, 5.87772, 5.95460, 5.68279, 5.79324, 4.74578, 4.70273, 5.53657, 6.00943, 6.23514, 5.65833, 4.30039, 4.95594, 6.05924, 4.07703, 4.68574, 5.31012, 4.82785, 5.31650, 5.38532, 5.53006, 5.16703, 4.35291, 4.92640, 5.30101, 7.18634, 5.24399, 7.57801, 4.71551, 5.33211, 4.44064, 4.96494, 6.43985, 4.57777, 5.58989, 4.87216, 5.04669, 5.91158, 7.14585, 5.56819, 5.56741, 3.08147, 4.79072, 6.89351, 7.29315, 5.18190, 5.12444, 7.38990, 6.72406, 5.18877, 5.46179, 5.37137, 8.54876, 7.10107, 5.57468, 5.65266, 6.13530, 3.89355, 6.08505, 5.84127,-0.24072, 0.39150, 0.17749,-0.26169,-0.82346,-1.54851, 0.35482, 1.25500,-1.36096, 0.21903,-0.10829,-0.84885,-1.15823,-0.84141, 0.05578,-0.28704, 0.95169,-0.58770, 0.36883,-0.95507,-0.51108, 0.27244, 0.72758,cylinder
 0.09808, 0.78860,-1.02689, 0.48932, 0.82623,-0.59250, 1.07232,-0.07352,-0.43264, 1.67077,-1.24610,-0.11537, 0.44559,-0.54422, 1.00273, 0.49674,-0.35576, 0.59012, 1.20431, 0.34523, 1.68876,-0.79053,-0.03907,-0.20164,-0.29196, 6.54789, 6.57533, 6.55948, 8.62848, 6.99152, 5.85527, 6.52008, 7.24349, 7.75063, 5.43748, 6.80818, 7.21769, 7.27424, 6.72836, 6.55247, 6.17826, 5.38864, 5.82518, 7.34649, 5.87778, 7.88183, 6.12372, 7.14214, 4.57128, 5.32854, 4.73250, 5.89215, 5.23930, 5.59241, 7.83047, 7.12580, 6.49070, 3.91851, 7.81661, 5.52252, 5.29189, 6.20892, 4.86371, 5.94969, 8.06157, 6.53668, 6.74555, 5.97550, 5.28709, 6.13725, 7.10087, 0.98968, 1.20252, 1.55009,-0.15680,-0.43998, 0.38548, 1.00532, 0.70762,-0.77569,-0.26697,-1.37880, 0.53890,-0.25942, 1.63780,-0.17632,-0.14581,-0.33129,-1.21276,-0.20023,-0.72365,-0.42744, 0.67611,-0.78533,-0.62272, 1.44748, 0.48196, 1.68585,-0.60019, 1.17373, 0.27761, 0.28983, 0.52433,-0.24461, 0.21949, 2.36783, 1.20826,-0.19014, 0.53093,-0.46952,-1.03447, 0.51854,-0.41816, 0.31215,-0.81889,-0.67856,-0.69315, 2.09930,-0.08675, 0.15379,-0.04380,-0.95924, 0.29664, 0.30692,-0.10585, 1.27099, 0.89840,-0.95885,cylinder
 0.42792,-0.95660,-0.39019,-0.56536,-0.22795, 0.61169, 1.29988,-1.07272,-0.75390, 1.47308, 0.66990,-0.24951, 0.36401, 0.68157,-1.43576,-0.42808, 1.59123,-0.43247, 6.63041, 6.60832, 7.31168, 6.32219, 5.58221, 6.63353, 8.96330, 6.32086, 6.10235, 5.28605, 5.49892, 5.50620, 5.61515, 6.24641, 4.63550, 6.70337, 6.38474, 5.12222, 7.09369, 7.34029, 5.78172, 6.45933, 5.87969, 6.21844, 4.56255, 5.89821, 6.21654, 7.20414, 6.86342, 5.36993, 4.24847, 6.71568, 6.98054, 4.41779, 7.95252, 5.91086, 6.42615,-0.23469,-0.62402, 0.10976, 2.64214,-0.00665, 0.10029, 1.71410,-0.28423,-3.43283,-1.24917,-1.55991,-0.44697, 0.26986,-0.33049, 0.99838, 0.49061,-1.20000,-0.41157,-1.51466,-0.69099,-0.23208, 2.01964,-1.91770, 1.33191, 0.37917, 0.67444, 2.31689,-0.63838, 1.74397,-0.22608,-1.22994,-0.18735,-0.05355,-0.04010, 0.03953, 0.55132, 1.87634,-0.69152, 1.89351, 1.23216,-0.51052,-0.71431, 0.39438, 1.09272, 1.17329, 0.91829, 2.26100,-0.46626,-1.98295, 0.34434,-0.74616,-1.14691,-0.79641,-0.53542, 0.64774,-1.17949, 0.80308, 0.03194, 1.05791,-1.54579, 0.47268, 0.05241,-1.78771,-1.44042, 1.37563,-1.92546, 0.86152,-0.11476, 1.26527, 0.96588,-1.24958,-0.35284, 1.29835,cylinder
 0.01969, 0.13612,-0.41191, 2.42860, 1.12575,-2.33241, 0.12627, 0.41649, 0.34074, 1.16232,-0.64915,-0.89404, 1.90954,-0.42334, 0.36014,-0.07685,-0.83367,-0.06616,-0.69192, 0.20981, 1.05508, 6.43008, 5.62327, 5.73812, 8.53752, 6.63163, 4.70912, 7.82425, 4.11458, 6.00694, 6.52999, 7.36217, 6.68395, 6.89662, 7.10544, 5.68068, 6.92265, 6.28319, 6.01755, 6.50119, 6.80553, 6.24941, 7.53785, 4.99682, 7.61819, 6.81366, 4.83240, 5.63411, 7.32243, 5.56639, 5.88236, 5.80586, 7.05600, 7.28409, 5.35615, 6.02265, 5.52084, 5.25362, 7.27779, 4.84110, 5.80878, 5.84191, 5.81768, 5.67749, 6.91101, 6.04310, 4.79136, 6.41065, 6.02710, 6.31473, 7.21617, 6.77721, 5.93314, 5.00415, 6.76492, 8.27679, 7.78808, 7.41710, 7.81282, 7.15333, 7.51487, 6.62002, 6.36942, 6.85223, 6.95429, 7.63243, 8.06968, 5.60629, 6.18622, 6.51274, 7.32541, 7.34240, 7.99785, 5.75454, 5.85890, 7.17217, 6.57782, 7.12155, 6.72918, 5.12766, 7.50865, 8.61712, 7.25831, 8.03158,-1.09374,-0.59316, 1.14381,-0.17380,-0.85632,-0.92316,-0.86521,-0.95576,-1.93485, 0.71754,-0.24378, 0.06493, 1.89935,-1.94990,-1.64929,-0.16190,-2.09664, 2.62700,-0.49353, 0.25219,-0.58057,-0.00305,-0.83943, 1.63038,cylinder
-0.98374,-0.34024, 0.34021,-0.82886, 0.51728,-0.46406, 0.08123,-0.51538,-0.12679,-0.05945, 0.41087, 1.05747,-0.65675, 0.68552,-0.59623,-0.50766,-0.12105, 0.40247,-1.16809, 0.01377, 2.13622, 1.43797, 5.45739, 5.06654, 4.39341, 5.77677, 6.37843, 8.45097, 6.59161, 4.57496, 6.07729, 4.81382, 5.06859, 4.62207, 5.21883, 6.64538, 4.78772, 6.18253, 5.58477, 5.79928, 5.87968, 7.49220, 5.89086, 6.24346, 7.85038, 6.59095, 6.79079, 7.72521, 6.02565, 6.72253, 4.01235, 5.48833, 5.47261, 5.67251, 7.40716, 3.87288, 6.14501, 7.39319, 5.35298, 6.85867, 5.70738, 5.88463, 5.54573, 5.14198, 5.04494, 5.28350, 5.87167, 5.74137, 4.69979, 6.99840, 6.21818, 7.97202, 5.46003,-0.71919, 0.59018, 0.61038, 3.00140,-0.83158,-0.11739, 0.60340,-0.68578, 0.18517, 1.46154, 0.16723,-1.58075, 0.24596, 0.88759, 0.66509, 0.23000, 0.12765, 0.07571,-1.06550, 0.41853,-0.62074, 0.37751,-0.69491, 0.96930,-2.45334,-0.73298, 0.00301,-0.69415, 0.07892,-0.28936,-0.89496,-1.27360,-0.04914, 0.45332, 0.46711,-0.41466, 0.44903, 0.95865, 1.75831, 0.09832, 0.71427,-0.91895, 0.79345, 1.01491, 0.87990,-0.42121,-0.58268,-1.23275, 0.42455,-0.10691,-0.19696,-0.44753, 1.11347, 0.58676,-0.61615,cylinder
 0.70871, 1.57082,-0.96968, 0.05883,-0.08847,-0.38655, 0.04114, 1.33307, 0.35643,-1.17080,-0.39020,-0.61850, 0.69439, 1.50680, 0.14763,-0.01750,-0.59393,-0.52388, 0.09793,-0.46483, 0.77642,-0.44140,-0.59654, 7.15950, 5.17645, 5.46401, 6.05515, 3.64852, 7.07236, 5.78181, 5.10760, 5.85431, 5.26020, 4.40312, 4.81100, 6.62633, 5.67964, 5.41715, 5.41334, 6.57192, 4.46767, 7.71750, 3.40960, 5.42765, 6.54719, 7.86899, 5.15618, 6.86109, 3.09565, 5.43157, 5.38489, 4.57296, 4.83397, 6.24157, 7.09908, 4.35032, 6.45601, 5.18810, 6.38469, 5.03527, 6.93612, 6.20366, 4.67382, 5.17008,-1.01464,-2.11914, 0.09853,-0.55398, 0.87046,-1.13858,-0.50840, 0.72407, 1.26832, 0.08965, 0.30920, 0.07935, 1.35227, 0.82424, 0.02644, 0.75766,-0.69683, 0.18941,-0.49286, 0.71265, 0.98199, 1.78884, 0.67797, 0.40532, 2.83293,-0.41260,-0.68622,-1.34954,-1.07023,-0.12316,-0.99365,-0.37813,-0.99234,-0.46813, 0.29811,-0.57493,-2.21692,-0.36490,-1.42332,-0.06960,-1.60610, 1.16659, 1.01235, 0.02115,-0.62243, 0.93980,-1.30581,-0.21288,-0.30390, 1.48720, 0.47939,-0.25477, 0.70962, 0.34737, 0.23478,-1.18889,-0.59359, 1.95640, 0.82821,-1.40005,-0.71425, 0.36385,-0.00581,-0.46476,cylinder
-0.34801, 0.92690,-0.19408, 0.42338, 0.32695,-0.42727, 0.46728, 0.45962,-0.44447, 0.56130,-1.07485,-0.13797, 0.25270, 1.68001,-0.88232,-0.74080, 0.02401,-0.23146, 0.05541,-1.68277,-0.36628,-0.04659,-0.64213,-1.15232, 1.07521,-0.87747, 0.39111,-1.14918,-0.62751, 3.98857, 6.07077, 4.99467, 2.94075, 4.75882, 3.44086, 2.15259, 2.56629, 6.57160, 3.82601, 3.12333, 4.84197, 3.86199, 3.70381, 4.20245, 3.95175, 3.69755, 4.39337, 3.58513, 5.30051, 3.89305, 6.30593, 2.85033, 5.43762, 3.25072, 5.40670, 4.44614, 4.07050, 3.90156, 6.27474, 3.44882, 4.13704, 3.95920, 4.96948, 4.26939, 4.85089, 4.23536, 3.25614, 3.59929, 6.25823, 3.12267, 4.49045, 6.26730, 3.47882, 5.70483, 3.70818, 2.73557, 4.50610, 3.65060, 4.53539, 4.94990, 4.89189, 3.99059, 4.05951, 3.62816, 4.21151, 4.87420, 3.94831, 4.28760, 4.84446, 4.07956, 1.59280, 6.12375, 5.76980, 6.06712, 5.60094, 3.88647, 4.96932, 4.05973, 4.15462, 5.05729, 5.58518, 4.95826, 4.60311, 4.90981, 5.42817, 2.72656, 5.11440, 4.39787, 3.73236, 5.27197, 3.34423,-0.68004, 0.63980, 0.15325, 0.12185, 0.17397,-0.37861,-0.72711,-0.06127, 1.48304,-1.40626,-1.31524, 0.02276,-0.00086, 0.43837, 1.45077, 0.62610, 1.59250,cylinder
 0.47758, 1.25226, 0.01008, 1.35593,-0.00320, 1.57667,-0.61872,-0.70399,-0.16765,-0.36010, 1.58551,-2.07470,-0.50666,-2.01632, 0.60132,-0.96963,-0.32115, 5.93771, 8.57150, 6.06012, 8.88161, 6.83377, 7.80319, 6.95462, 6.69428, 8.00700, 7.22945, 6.50738, 6.96664, 6.67207, 7.61225, 6.35175, 6.64298, 7.61238, 6.70687, 7.84381, 7.21132, 6.40367, 7.85505, 6.85311, 6.17486, 7.79004, 6.74563, 6.50822, 6.05496, 6.95234, 9.15567, 7.49173, 7.08416, 7.25202, 7.61540, 6.55057, 6.25909, 5.99060, 8.48693, 7.88118, 8.43794, 7.17941, 7.71226, 6.26473, 7.46778, 5.76802, 8.85392, 7.78134, 8.05309, 4.58379, 7.75518, 5.51992, 6.27642, 8.16875, 7.16131, 7.42878,-2.32287,-0.27365, 0.16135,-0.21675,-0.22661, 0.73994, 2.27613, 0.09151, 1.26091, 0.72149, 1.82443, 1.15279,-1.16507,-0.43764, 1.77993,-0.42408, 0.10118, 0.47571, 0.76735,-1.17971, 0.54239, 0.00094,-0.62566, 1.44151, 1.55768, 2.76345,-0.51695, 1.47180, 1.28624, 0.30112,-0.95839, 0.02774,-0.43983,-0.60960,-1.36330,-0.56024, 0.57534,-0.67340, 1.22330,-0.34355, 1.52822, 0.89040, 0.22414, 0.18130,-0.66584,-1.03323, 0.10078, 0.08725,-0.31030,-0.50043, 1.59983, 1.63936,-0.73138,-0.13232,-0.60387, 1.19843,cylinder
 2.20266,-1.04337,-0.05152,-0.28405, 1.21825, 0.31770, 0.23521, 0.30644, 2.87722,-0.86803, 0.79606, 0.68395,-0.80936,-0.54116,-2.06992,-0.92956, 1.14349, 6.14805, 6.65239, 6.32249, 7.37510, 6.57912, 5.73829, 7.10823, 6.39178, 7.05398, 6.88529, 7.54879, 7.59706, 5.84553, 5.52738, 6.39076, 6.19160, 5.87782, 7.05412, 6.76514, 4.76573, 8.98258, 6.09782, 5.21716, 5.47754, 6.16437, 6.27558, 5.54691, 5.28801, 6.89602, 6.16317, 6.79522, 4.95892, 6.85138, 6.30213, 6.36382, 6.33288, 5.59881, 6.74412, 6.14939, 6.69899, 5.75714, 2.54702,-0.41587,-0.20222, 0.02097, 0.00714, 0.08352, 0.60318,-0.99392,-0.34200, 0.69744,-1.71726,-1.36268,-1.18867, 1.30828,-0.74983, 0.54307, 0.13141,-0.07045, 2.03919,-1.87373, 1.40300,-0.38330, 0.02124, 0.44327, 0.50869,-0.31188,-1.48116,-2.35233, 1.91131, 0.71709, 0.25141, 1.08276, 0.55319,-0.13852,-0.25521, 2.36214, 0.64097,-0.09294, 0.06036,-0.93662, 0.61513,-0.01110, 1.01377, 0.96384,-0.01578, 2.35404, 1.53877,-2.29036,-0.80829,-0.79974, 0.21471, 0.58137, 0.47625,-0.15612,-0.53674,-0.38293,-1.52604, 1.28371, 1.35428,-1.26302,-1.17272, 1.67521, 1.00956, 0.63848, 0.52064, 1.35857,-1.16577,-0.39814, 0.14829,-0.03533,cylinder
 0.78647,-0.92938,-0.30378, 1.00042,-0.00001, 1.03050, 0.90562, 0.26180, 2.16906,-0.73079,-2.29008,-2.43753,-1.54249,-0.16791, 0.45814,-1.82493, 0.11098,-0.05752, 8.64904, 7.38344, 8.67856, 5.95361, 7.14868, 5.85097, 8.08633, 9.79859, 6.81014, 8.11411, 8.02784, 7.94397, 7.43741, 6.39022, 6.40437, 7.06284,10.29980, 8.73608, 8.42903, 9.08401, 7.27311, 8.68079, 6.91763, 7.06662, 6.87275, 8.45811, 6.02982, 8.18646, 7.76294, 9.15558, 8.93003, 5.85391, 8.88105, 7.97428, 8.49239, 8.71572, 8.29517, 6.25972, 7.39111, 7.03590, 7.58120, 8.52424, 6.67216, 7.66527, 7.57351, 7.90330,-2.02615,-0.98659, 0.20119,-0.30841, 0.96770,-0.22623, 0.59108,-1.74880,-0.75037, 0.49419,-0.02909, 0.71947, 0.34944, 1.56329,-0.97625,-1.95165,-1.76421, 0.00828,-0.14104, 0.65062,-1.18427, 1.99900,-1.25331,-1.07960, 0.71198, 1.66097,-1.32846, 0.31161,-0.02541,-0.50190,-0.93125, 1.08541, 0.32358, 0.26677,-0.57924,-0.17509, 1.55967, 0.17592, 1.03559,-0.10343, 0.44912, 0.18107,-1.28493, 0.78420, 0.25302,-0.28610,-2.02757, 0.09115,-0.73141,-1.66964, 1.12068, 0.05982,-0.34293,-1.17169,-0.80467, 0.04171, 0.28626,-0.62799,-0.03642, 1.16512,-0.11870,-0.80930, 1.08304,-1.07324,cylinder
